0	zero
1	un
2	dos
3	tres
4	quatre
5	cinc
6	sis
7	set
8	vuit
9	nou
10	deu
11	onze
12	dotze
13	tretze
14	catorze
15	quinze
16	setze
17	disset
18	divuit
19	dinou
20	vint
21	vint i un
22	vint i dos
23	vint i tres
24	vint i quatre
25	vint i cinc
26	vint i sis
27	vint i set
28	vint i vuit
29	vint i nou
30	trenta
31	trenta un
32	trenta dos
33	trenta tres
34	trenta quatre
35	trenta cinc
36	trenta sis
37	trenta set
38	trenta vuit
39	trenta nou
40	quaranta
41	quaranta un
42	quaranta dos
43	quaranta tres
44	quaranta quatre
45	quaranta cinc
46	quaranta sis
47	quaranta set
48	quaranta vuit
49	quaranta nou
50	cinquanta
51	cinquanta un
52	cinquanta dos
53	cinquanta tres
54	cinquanta quatre
55	cinquanta cinc
56	cinquanta sis
57	cinquanta set
58	cinquanta vuit
59	cinquanta nou
60	seixanta
61	seixanta un
62	seixanta dos
63	seixanta tres
64	seixanta quatre
65	seixanta cinc
66	seixanta sis
67	seixanta set
68	seixanta vuit
69	seixanta nou
70	setanta
71	setanta un
72	setanta dos
73	setanta tres
74	setanta quatre
75	setanta cinc
76	setanta sis
77	setanta set
78	setanta vuit
79	setanta nou
80	vuitanta
81	vuitanta un
82	vuitanta dos
83	vuitanta tres
84	vuitanta quatre
85	vuitanta cinc
86	vuitanta sis
87	vuitanta set
88	vuitanta vuit
89	vuitanta nou
90	noranta
91	noranta un
92	noranta dos
93	noranta tres
94	noranta quatre
95	noranta cinc
96	noranta sis
97	noranta set
98	noranta vuit
99	noranta nou
100	cent
1000	mil
10000	deu mil
100000	cent mil
1000000	un milió
10000000	deu milions
100000000	cent milions
1000000000	un miliard
10000000000	deu miliards
100000000000	cent miliards
